Station_ID,City,Date,Vehicle_Type,Charging_Start_Time,Charging_End_Time,Energy_Consumed_kWh,Cost_INR,Payment_Method,Session_Duration_Min,Day,Month,Year,Day_of_Week,Weekend,Hour,Time_Slot,Revenue_Category
ST415,Jaipur,2025-10-15,Bike,1900-01-01 08:37:00,1900-01-01 09:47:00,30.0,300.0,Card,70.0,15,October,2025,Wednesday,False,8,Morning,Low
ST416,Jaipur,2025-10-15,Truck,1900-01-01 14:24:00,1900-01-01 15:45:00,22.1,221.0,Card,81.0,15,October,2025,Wednesday,False,14,Afternoon,Low
ST417,Kolkata,2025-10-15,Truck,1900-01-01 19:37:00,1900-01-01 20:30:00,81.7,817.0,Cash,53.0,15,October,2025,Wednesday,False,19,Evening,High
ST418,Indore,2025-10-15,Car,1900-01-01 08:41:00,1900-01-01 09:39:00,7.8,78.0,Card,58.0,15,October,2025,Wednesday,False,8,Morning,Low
ST419,Hyderabad,2025-10-15,Bike,1900-01-01 15:26:00,1900-01-01 16:10:00,16.7,167.0,Cash,44.0,15,October,2025,Wednesday,False,15,Afternoon,Low
ST420,Delhi,2025-10-15,Car,1900-01-01 08:26:00,1900-01-01 08:59:00,32.5,325.0,UPI,33.0,15,October,2025,Wednesday,False,8,Morning,Low
ST421,Delhi,2025-10-15,Car,1900-01-01 17:51:00,1900-01-01 20:50:00,73.2,732.0,Cash,179.0,15,October,2025,Wednesday,False,17,Evening,High
ST422,Chennai,2025-10-15,Bike,1900-01-01 17:29:00,1900-01-01 19:32:00,49.6,496.0,Cash,123.0,15,October,2025,Wednesday,False,17,Evening,Medium
ST423,Ahmedabad,2025-10-15,Truck,1900-01-01 12:56:00,1900-01-01 14:38:00,65.8,658.0,UPI,102.0,15,October,2025,Wednesday,False,12,Afternoon,Medium
ST424,Ahmedabad,2025-10-15,Truck,1900-01-01 17:19:00,1900-01-01 18:05:00,8.7,87.0,Card,46.0,15,October,2025,Wednesday,False,17,Evening,Low
ST425,Jaipur,2025-10-15,Truck,1900-01-01 06:58:00,1900-01-01 07:57:00,88.7,887.0,Card,59.0,15,October,2025,Wednesday,False,6,Morning,High
ST426,Ahmedabad,2025-10-15,Bike,1900-01-01 06:18:00,1900-01-01 08:50:00,84.2,842.0,Card,152.0,15,October,2025,Wednesday,False,6,Morning,High
ST427,Chennai,2025-10-15,Car,1900-01-01 13:21:00,1900-01-01 14:52:00,28.5,285.0,Cash,91.0,15,October,2025,Wednesday,False,13,Afternoon,Low
ST428,Delhi,2025-10-15,Truck,1900-01-01 06:20:00,1900-01-01 07:30:00,99.3,993.0,Card,70.0,15,October,2025,Wednesday,False,6,Morning,High
ST429,Mumbai,2025-10-15,Bus,1900-01-01 07:34:00,1900-01-01 08:21:00,90.3,903.0,UPI,47.0,15,October,2025,Wednesday,False,7,Morning,High
ST430,Kolkata,2025-10-15,Bike,1900-01-01 06:11:00,1900-01-01 08:12:00,76.0,760.0,Card,121.0,15,October,2025,Wednesday,False,6,Morning,High
ST431,Ahmedabad,2025-10-15,Bus,1900-01-01 09:44:00,1900-01-01 12:44:00,87.2,872.0,Cash,180.0,15,October,2025,Wednesday,False,9,Morning,High
ST432,Mumbai,2025-10-15,Truck,1900-01-01 06:55:00,1900-01-01 07:44:00,13.2,132.0,Card,49.0,15,October,2025,Wednesday,False,6,Morning,Low
ST433,Jaipur,2025-10-15,Truck,1900-01-01 06:56:00,1900-01-01 08:44:00,69.4,694.0,UPI,108.0,15,October,2025,Wednesday,False,6,Morning,Medium
ST434,Hyderabad,2025-10-15,Truck,1900-01-01 19:49:00,1900-01-01 22:01:00,77.4,774.0,Card,132.0,15,October,2025,Wednesday,False,19,Evening,High
ST435,Mumbai,2025-10-15,Bus,1900-01-01 09:09:00,1900-01-01 10:34:00,38.4,384.0,Card,85.0,15,October,2025,Wednesday,False,9,Morning,Medium
ST436,Hyderabad,2025-10-15,Truck,1900-01-01 10:09:00,1900-01-01 12:56:00,82.1,821.0,UPI,167.0,15,October,2025,Wednesday,False,10,Morning,High
ST437,Chennai,2025-10-15,Truck,1900-01-01 18:27:00,1900-01-01 19:09:00,98.2,982.0,Card,42.0,15,October,2025,Wednesday,False,18,Evening,High
ST438,Indore,2025-10-15,Truck,1900-01-01 09:25:00,1900-01-01 12:08:00,73.7,737.0,Card,163.0,15,October,2025,Wednesday,False,9,Morning,High
ST439,Pune,2025-10-15,Bike,1900-01-01 10:26:00,1900-01-01 13:02:00,79.0,790.0,Card,156.0,15,October,2025,Wednesday,False,10,Morning,High
ST440,Delhi,2025-10-15,Bike,1900-01-01 18:24:00,1900-01-01 20:09:00,41.8,418.0,UPI,105.0,15,October,2025,Wednesday,False,18,Evening,Medium
ST441,Chennai,2025-10-15,Truck,1900-01-01 17:23:00,1900-01-01 19:35:00,99.9,999.0,Cash,132.0,15,October,2025,Wednesday,False,17,Evening,High
ST442,Ahmedabad,2025-10-15,Truck,1900-01-01 13:33:00,1900-01-01 14:16:00,69.1,691.0,Card,43.0,15,October,2025,Wednesday,False,13,Afternoon,Medium
ST443,Kolkata,2025-10-15,Bus,1900-01-01 14:33:00,1900-01-01 16:14:00,99.8,998.0,UPI,101.0,15,October,2025,Wednesday,False,14,Afternoon,High
ST444,Pune,2025-10-15,Bike,1900-01-01 14:35:00,1900-01-01 16:28:00,37.3,373.0,Cash,113.0,15,October,2025,Wednesday,False,14,Afternoon,Medium
ST445,Delhi,2025-10-15,Bus,1900-01-01 19:14:00,1900-01-01 20:16:00,97.5,975.0,Cash,62.0,15,October,2025,Wednesday,False,19,Evening,High
ST446,Bhopal,2025-10-15,Bus,1900-01-01 15:55:00,1900-01-01 18:33:00,54.7,547.0,Cash,158.0,15,October,2025,Wednesday,False,15,Afternoon,Medium
ST447,Chennai,2025-10-15,Bus,1900-01-01 17:06:00,1900-01-01 18:32:00,83.2,832.0,Card,86.0,15,October,2025,Wednesday,False,17,Evening,High
ST448,Pune,2025-10-15,Bike,1900-01-01 17:43:00,1900-01-01 19:25:00,65.7,657.0,UPI,102.0,15,October,2025,Wednesday,False,17,Evening,Medium
ST449,Delhi,2025-10-15,Bus,1900-01-01 07:25:00,1900-01-01 09:55:00,10.6,106.0,Cash,150.0,15,October,2025,Wednesday,False,7,Morning,Low
ST450,Mumbai,2025-10-15,Bike,1900-01-01 08:14:00,1900-01-01 10:31:00,79.6,796.0,UPI,137.0,15,October,2025,Wednesday,False,8,Morning,High
ST451,Delhi,2025-10-15,Bus,1900-01-01 17:20:00,1900-01-01 19:35:00,86.9,869.0,Card,135.0,15,October,2025,Wednesday,False,17,Evening,High
ST452,Delhi,2025-10-15,Bike,1900-01-01 13:36:00,1900-01-01 16:00:00,18.4,184.0,UPI,144.0,15,October,2025,Wednesday,False,13,Afternoon,Low
ST453,Hyderabad,2025-10-15,Bus,1900-01-01 17:47:00,1900-01-01 19:06:00,76.9,769.0,Cash,79.0,15,October,2025,Wednesday,False,17,Evening,High
ST454,Pune,2025-10-15,Bike,1900-01-01 06:24:00,1900-01-01 07:09:00,69.4,694.0,Cash,45.0,15,October,2025,Wednesday,False,6,Morning,Medium
ST455,Kolkata,2025-10-15,Bus,1900-01-01 06:08:00,1900-01-01 06:53:00,23.0,230.0,Card,45.0,15,October,2025,Wednesday,False,6,Morning,Low
ST456,Chennai,2025-10-15,Bike,1900-01-01 14:50:00,1900-01-01 16:14:00,73.4,734.0,Cash,84.0,15,October,2025,Wednesday,False,14,Afternoon,High
ST457,Bhopal,2025-10-15,Bike,1900-01-01 19:50:00,1900-01-01 21:09:00,72.8,728.0,Cash,79.0,15,October,2025,Wednesday,False,19,Evening,High
ST458,Ahmedabad,2025-10-15,Truck,1900-01-01 11:21:00,1900-01-01 13:36:00,17.9,179.0,UPI,135.0,15,October,2025,Wednesday,False,11,Morning,Low
ST459,Ahmedabad,2025-10-15,Bike,1900-01-01 19:31:00,1900-01-01 21:42:00,75.9,759.0,Card,131.0,15,October,2025,Wednesday,False,19,Evening,High
ST460,Delhi,2025-10-15,Bike,1900-01-01 10:42:00,1900-01-01 11:38:00,60.0,600.0,UPI,56.0,15,October,2025,Wednesday,False,10,Morning,Medium
ST461,Jaipur,2025-10-15,Bike,1900-01-01 06:24:00,1900-01-01 07:20:00,27.9,279.0,Cash,56.0,15,October,2025,Wednesday,False,6,Morning,Low
ST462,Delhi,2025-10-15,Car,1900-01-01 13:30:00,1900-01-01 15:13:00,65.9,659.0,Card,103.0,15,October,2025,Wednesday,False,13,Afternoon,Medium
ST463,Ahmedabad,2025-10-15,Bus,1900-01-01 19:13:00,1900-01-01 19:59:00,40.4,404.0,UPI,46.0,15,October,2025,Wednesday,False,19,Evening,Medium
ST464,Indore,2025-10-15,Truck,1900-01-01 06:52:00,1900-01-01 09:30:00,4.6,46.0,UPI,158.0,15,October,2025,Wednesday,False,6,Morning,Low
ST465,Kolkata,2025-10-15,Truck,1900-01-01 17:23:00,1900-01-01 19:32:00,18.9,189.0,Card,129.0,15,October,2025,Wednesday,False,17,Evening,Low
ST466,Bhopal,2025-10-15,Bike,1900-01-01 10:31:00,1900-01-01 12:40:00,4.9,49.0,Cash,129.0,15,October,2025,Wednesday,False,10,Morning,Low
ST467,Delhi,2025-10-15,Car,1900-01-01 08:42:00,1900-01-01 09:38:00,46.5,465.0,Cash,56.0,15,October,2025,Wednesday,False,8,Morning,Medium
ST468,Bhopal,2025-10-15,Bus,1900-01-01 07:33:00,1900-01-01 10:01:00,43.8,438.0,UPI,148.0,15,October,2025,Wednesday,False,7,Morning,Medium
ST469,Mumbai,2025-10-15,Bike,1900-01-01 07:12:00,1900-01-01 08:45:00,61.6,616.0,UPI,93.0,15,October,2025,Wednesday,False,7,Morning,Medium
ST470,Indore,2025-10-15,Bike,1900-01-01 19:17:00,1900-01-01 21:37:00,67.1,671.0,Card,140.0,15,October,2025,Wednesday,False,19,Evening,Medium
ST471,Pune,2025-10-15,Bus,1900-01-01 06:31:00,1900-01-01 09:08:00,23.2,232.0,Card,157.0,15,October,2025,Wednesday,False,6,Morning,Low
ST472,Hyderabad,2025-10-15,Bike,1900-01-01 12:16:00,1900-01-01 14:52:00,24.0,240.0,Card,156.0,15,October,2025,Wednesday,False,12,Afternoon,Low
ST473,Kolkata,2025-10-15,Truck,1900-01-01 08:37:00,1900-01-01 10:42:00,67.9,679.0,UPI,125.0,15,October,2025,Wednesday,False,8,Morning,Medium
ST474,Hyderabad,2025-10-15,Truck,1900-01-01 11:30:00,1900-01-01 13:24:00,76.2,762.0,Card,114.0,15,October,2025,Wednesday,False,11,Morning,High
ST475,Delhi,2025-10-15,Car,1900-01-01 11:36:00,1900-01-01 13:07:00,83.6,836.0,Card,91.0,15,October,2025,Wednesday,False,11,Morning,High
ST476,Pune,2025-10-15,Bike,1900-01-01 07:00:00,1900-01-01 09:37:00,68.5,685.0,Cash,157.0,15,October,2025,Wednesday,False,7,Morning,Medium
ST477,Kolkata,2025-10-15,Car,1900-01-01 17:04:00,1900-01-01 17:38:00,25.0,250.0,UPI,34.0,15,October,2025,Wednesday,False,17,Evening,Low
ST478,Ahmedabad,2025-10-15,Bike,1900-01-01 14:19:00,1900-01-01 15:20:00,35.0,350.0,Cash,61.0,15,October,2025,Wednesday,False,14,Afternoon,Low
ST479,Chennai,2025-10-15,Truck,1900-01-01 11:21:00,1900-01-01 13:13:00,33.1,331.0,UPI,112.0,15,October,2025,Wednesday,False,11,Morning,Low
ST480,Delhi,2025-10-15,Car,1900-01-01 15:49:00,1900-01-01 18:24:00,29.7,297.0,Card,155.0,15,October,2025,Wednesday,False,15,Afternoon,Low
ST481,Pune,2025-10-15,Car,1900-01-01 07:50:00,1900-01-01 10:32:00,64.8,648.0,Card,162.0,15,October,2025,Wednesday,False,7,Morning,Medium
ST482,Chennai,2025-10-15,Bus,1900-01-01 07:21:00,1900-01-01 10:19:00,13.2,132.0,UPI,178.0,15,October,2025,Wednesday,False,7,Morning,Low
ST483,Bhopal,2025-10-15,Bike,1900-01-01 07:06:00,1900-01-01 10:05:00,77.1,771.0,Cash,179.0,15,October,2025,Wednesday,False,7,Morning,High
ST484,Chennai,2025-10-15,Bus,1900-01-01 16:24:00,1900-01-01 17:48:00,94.4,944.0,Card,84.0,15,October,2025,Wednesday,False,16,Afternoon,High
ST485,Hyderabad,2025-10-15,Car,1900-01-01 13:17:00,1900-01-01 14:47:00,48.8,488.0,UPI,90.0,15,October,2025,Wednesday,False,13,Afternoon,Medium
ST486,Mumbai,2025-10-15,Bike,1900-01-01 12:24:00,1900-01-01 14:08:00,82.6,826.0,Cash,104.0,15,October,2025,Wednesday,False,12,Afternoon,High
ST487,Mumbai,2025-10-15,Car,1900-01-01 13:45:00,1900-01-01 15:58:00,11.8,118.0,Card,133.0,15,October,2025,Wednesday,False,13,Afternoon,Low
ST488,Ahmedabad,2025-10-15,Bus,1900-01-01 16:21:00,1900-01-01 17:21:00,74.2,742.0,UPI,60.0,15,October,2025,Wednesday,False,16,Afternoon,High
ST489,Ahmedabad,2025-10-15,Bus,1900-01-01 10:33:00,1900-01-01 11:28:00,21.2,212.0,Cash,55.0,15,October,2025,Wednesday,False,10,Morning,Low
ST490,Pune,2025-10-15,Bike,1900-01-01 14:33:00,1900-01-01 16:05:00,83.4,834.0,Card,92.0,15,October,2025,Wednesday,False,14,Afternoon,High
ST491,Pune,2025-10-15,Truck,1900-01-01 10:58:00,1900-01-01 12:41:00,51.2,512.0,Cash,103.0,15,October,2025,Wednesday,False,10,Morning,Medium
ST492,Chennai,2025-10-15,Car,1900-01-01 07:59:00,1900-01-01 10:49:00,20.0,200.0,UPI,170.0,15,October,2025,Wednesday,False,7,Morning,Low
ST493,Pune,2025-10-15,Truck,1900-01-01 12:46:00,1900-01-01 13:43:00,11.9,119.0,Card,57.0,15,October,2025,Wednesday,False,12,Afternoon,Low
ST494,Jaipur,2025-10-15,Car,1900-01-01 17:18:00,1900-01-01 18:52:00,18.4,184.0,UPI,94.0,15,October,2025,Wednesday,False,17,Evening,Low
ST495,Delhi,2025-10-15,Bike,1900-01-01 14:24:00,1900-01-01 15:42:00,30.9,309.0,UPI,78.0,15,October,2025,Wednesday,False,14,Afternoon,Low
ST496,Indore,2025-10-15,Bus,1900-01-01 16:39:00,1900-01-01 19:15:00,44.2,442.0,Cash,156.0,15,October,2025,Wednesday,False,16,Afternoon,Medium
ST497,Ahmedabad,2025-10-15,Car,1900-01-01 10:21:00,1900-01-01 13:18:00,18.2,182.0,Card,177.0,15,October,2025,Wednesday,False,10,Morning,Low
ST498,Delhi,2025-10-15,Truck,1900-01-01 16:55:00,1900-01-01 18:21:00,30.8,308.0,Cash,86.0,15,October,2025,Wednesday,False,16,Afternoon,Low
ST499,Bhopal,2025-10-15,Truck,1900-01-01 12:59:00,1900-01-01 14:15:00,20.0,200.0,Card,76.0,15,October,2025,Wednesday,False,12,Afternoon,Low
ST500,Bhopal,2025-10-15,Bike,1900-01-01 11:34:00,1900-01-01 13:42:00,13.9,139.0,UPI,128.0,15,October,2025,Wednesday,False,11,Morning,Low
ST212,Pune,2025-07-19,Bus,15:26,16:55,52.87,479.27,UPI,89.0,19,July,2025,Saturday,True,15,Afternoon,Medium
ST396,Pune,2025-01-19,Bike,23:44,02:06,88.77,822.78,UPI,142.0,19,January,2025,Sunday,True,23,Night,High
ST496,Bhopal,2024-11-25,Car,12:22,13:11,28.19,378.78,Cash,49.0,25,November,2024,Monday,False,12,Afternoon,Medium
ST103,Indore,2025-02-02,Bus,10:27,11:23,30.47,270.66,Card,56.0,2,February,2025,Sunday,True,10,Morning,Medium
ST364,Kolkata,2025-08-27,Truck,06:37,07:23,21.81,312.41,Cash,46.0,27,August,2025,Wednesday,False,6,Morning,Medium
ST025,Chennai,2024-11-21,Bike,21:40,00:05,60.63,685.14,UPI,145.0,21,November,2024,Thursday,False,21,Night,High
ST275,Bhopal,2024-02-02,Bike,13:09,15:28,84.88,1214.21,UPI,139.0,2,February,2024,Friday,False,13,Afternoon,Low
ST069,Indore,2024-10-27,Truck,07:54,09:13,40.63,391.54,Cash,79.0,27,October,2024,Sunday,True,7,Morning,Medium
ST203,Ahmedabad,2024-04-04,Bus,16:28,17:41,42.66,474.5,Card,73.0,4,April,2024,Thursday,False,16,Afternoon,Low
ST232,Pune,2024-04-27,Bus,19:37,21:49,60.63,818.11,Cash,132.0,27,April,2024,Saturday,True,19,Evening,High
ST411,Pune,2025-08-11,Car,20:23,23:07,96.58,901.91,Card,164.0,11,August,2025,Monday,False,20,Evening,Low
ST388,Indore,2025-08-31,Bus,04:48,05:09,13.13,163.98,Cash,21.0,31,August,2025,Sunday,True,4,Afternoon,Medium
ST181,Mumbai,2025-05-30,Car,06:46,08:35,59.85,558.93,Cash,109.0,30,May,2025,Friday,False,6,Morning,High
ST387,Jaipur,2024-06-28,Bike,02:26,04:33,65.39,777.58,Cash,127.0,28,June,2024,Friday,False,2,Afternoon,Low
ST241,Hyderabad,2025-07-13,Truck,13:38,15:29,60.58,625.41,Cash,111.0,13,July,2025,Sunday,True,13,Afternoon,High
ST327,Kolkata,2025-03-16,Bus,00:20,01:50,38.26,418.99,Card,90.0,16,March,2025,Sunday,True,0,Afternoon,Low
ST164,Delhi,2025-09-15,Bus,00:14,02:46,68.17,699.53,Cash,152.0,15,September,2025,Monday,False,0,Afternoon,Medium
ST324,Kolkata,2024-11-13,Bus,15:07,16:56,68.06,849.79,Card,109.0,13,November,2024,Wednesday,False,15,Afternoon,Low
ST057,Pune,2024-10-24,Car,10:48,11:59,25.41,229.71,UPI,71.0,24,October,2024,Thursday,False,10,Morning,High
ST452,Jaipur,2025-07-18,Bike,17:41,19:15,38.21,439.65,Card,94.0,18,July,2025,Friday,False,17,Evening,Low
ST038,Ahmedabad,2024-04-21,Bus,11:41,13:20,47.85,493.29,Cash,99.0,21,April,2024,Sunday,True,11,Morning,Medium
ST138,Jaipur,2025-05-14,Bus,15:36,16:54,29.69,273.39,UPI,78.0,14,May,2025,Wednesday,False,15,Afternoon,Low
ST223,Bhopal,2025-12-04,Bus,08:54,10:33,43.86,627.86,Cash,99.0,4,December,2025,Thursday,False,8,Morning,Low
ST456,Indore,2024-07-11,Truck,18:15,20:30,68.48,693.94,Cash,135.0,11,July,2024,Thursday,False,18,Evening,High
ST030,Indore,2024-03-11,Bus,10:54,11:34,16.83,173.95,UPI,40.0,11,March,2024,Monday,False,10,Morning,Medium
ST179,Ahmedabad,2025-08-14,Bike,13:32,14:20,31.19,407.06,Cash,48.0,14,August,2025,Thursday,False,13,Afternoon,Medium
ST393,Delhi,2025-06-09,Bike,15:25,16:34,38.26,474.39,Card,69.0,9,June,2025,Monday,False,15,Afternoon,High
ST044,Chennai,2025-04-04,Bus,02:45,04:11,31.35,359.39,Cash,86.0,4,April,2025,Friday,False,2,Afternoon,Low
ST476,Hyderabad,2024-08-29,Car,15:08,17:17,71.68,682.65,Card,129.0,29,August,2024,Thursday,False,15,Afternoon,Medium
ST285,Hyderabad,2024-08-07,Bike,22:59,00:52,53.27,641.66,Cash,113.0,7,August,2024,Wednesday,False,22,Night,Low
ST063,Indore,2024-01-17,Car,03:57,05:24,54.28,488.32,Cash,87.0,17,January,2024,Wednesday,False,3,Afternoon,High
ST399,Jaipur,2024-07-20,Bike,11:40,13:19,67.15,801.12,Cash,99.0,20,July,2024,Saturday,True,11,Morning,Medium
ST290,Hyderabad,2024-12-12,Bus,19:16,22:09,92.08,1025.17,Card,173.0,12,December,2024,Thursday,False,19,Evening,Low
ST129,Bhopal,2024-07-27,Truck,00:21,02:54,101.54,948.54,Card,153.0,27,July,2024,Saturday,True,0,Afternoon,High
ST452,Hyderabad,2025-02-09,Truck,07:06,09:13,56.95,709.4,Card,127.0,9,February,2025,Sunday,True,7,Morning,Low
ST473,Indore,2025-06-17,Truck,17:56,20:19,55.44,775.94,Card,143.0,17,June,2025,Tuesday,False,17,Evening,Medium
ST014,Bhopal,2024-06-17,Truck,05:02,05:44,20.15,271.6,UPI,42.0,17,June,2024,Monday,False,5,Afternoon,High
ST465,Mumbai,2024-12-02,Bike,19:57,21:08,48.53,497.21,Card,71.0,2,December,2024,Monday,False,19,Evening,Low
ST351,Hyderabad,2025-01-11,Bus,21:15,00:14,72.96,639.82,Card,179.0,11,January,2025,Saturday,True,21,Night,Medium
ST107,Hyderabad,2024-08-06,Truck,10:58,13:57,118.51,1539.64,UPI,179.0,6,August,2024,Tuesday,False,10,Morning,Medium
ST175,Delhi,2025-10-13,Car,05:53,06:31,17.5,229.81,Cash,38.0,13,October,2025,Monday,False,5,Afternoon,High
ST395,Jaipur,2024-09-02,Bus,15:24,16:44,30.65,397.86,Cash,80.0,2,September,2024,Monday,False,15,Afternoon,Low
ST129,Delhi,2024-07-10,Truck,00:56,03:48,67.59,911.56,UPI,172.0,10,July,2024,Wednesday,False,0,Afternoon,High
ST025,Jaipur,2025-10-13,Truck,03:44,04:32,26.87,369.39,Card,48.0,13,October,2025,Monday,False,3,Afternoon,High
ST474,Jaipur,2024-05-23,Bus,06:18,09:18,124.23,1429.2,Card,180.0,23,May,2024,Thursday,False,6,Morning,High
ST210,Ahmedabad,2024-11-13,Truck,03:56,04:18,9.47,87.99,Cash,22.0,13,November,2024,Wednesday,False,3,Afternoon,Low
ST155,Jaipur,2025-05-10,Bike,23:07,00:14,39.73,476.23,UPI,67.0,10,May,2025,Saturday,True,23,Night,Low
ST263,Kolkata,2024-10-31,Bus,04:51,07:20,89.46,1157.07,UPI,149.0,31,October,2024,Thursday,False,4,Afternoon,Medium
ST379,Kolkata,2024-04-05,Bus,10:07,11:58,54.3,559.6,UPI,111.0,5,April,2024,Friday,False,10,Morning,Low
ST126,Hyderabad,2024-04-06,Car,11:30,13:36,86.24,881.26,Cash,126.0,6,April,2024,Saturday,True,11,Morning,High
ST196,Pune,2025-11-07,Bike,11:01,12:57,66.34,606.04,Card,116.0,7,November,2025,Friday,False,11,Morning,High
ST392,Jaipur,2025-06-12,Car,03:44,05:11,59.87,723.01,UPI,87.0,12,June,2025,Thursday,False,3,Afternoon,Low
ST321,Hyderabad,2025-11-13,Bus,17:48,19:17,55.6,478.55,UPI,89.0,13,November,2025,Thursday,False,17,Evening,High
ST487,Bhopal,2025-04-30,Truck,02:17,04:50,96.22,952.18,Cash,153.0,30,April,2025,Wednesday,False,2,Afternoon,Low
ST283,Kolkata,2025-01-22,Truck,18:36,21:26,95.38,1046.84,UPI,170.0,22,January,2025,Wednesday,False,18,Evening,Low
ST224,Mumbai,2024-03-27,Bike,08:55,10:23,50.88,697.31,Card,88.0,27,March,2024,Wednesday,False,8,Morning,Medium
ST183,Pune,2024-11-27,Car,12:14,13:17,38.5,515.88,UPI,63.0,27,November,2024,Wednesday,False,12,Afternoon,Medium
ST278,Bhopal,2025-12-02,Car,02:52,03:22,16.74,156.97,Cash,30.0,2,December,2025,Tuesday,False,2,Afternoon,Medium
ST216,Chennai,2025-08-25,Truck,07:18,10:06,112.95,1072.26,Cash,168.0,25,August,2025,Monday,False,7,Morning,Low
ST381,Delhi,2024-04-23,Bike,06:34,07:18,17.18,148.21,Card,44.0,23,April,2024,Tuesday,False,6,Morning,Low
ST494,Indore,2024-02-10,Truck,04:10,06:43,85.21,1072.31,UPI,153.0,10,February,2024,Saturday,True,4,Afternoon,Low
ST041,Kolkata,2025-08-10,Truck,09:49,11:00,37.39,514.11,Cash,71.0,10,August,2025,Sunday,True,9,Morning,Medium
ST221,Kolkata,2025-09-14,Car,12:02,13:41,42.85,428.34,Card,99.0,14,September,2025,Sunday,True,12,Afternoon,Low
ST117,Ahmedabad,2025-04-14,Bike,13:56,15:23,31.95,343.2,Cash,87.0,14,April,2025,Monday,False,13,Afternoon,High
ST267,Chennai,2025-01-17,Truck,21:06,21:41,12.89,181.09,UPI,35.0,17,January,2025,Friday,False,21,Night,Low
ST090,Pune,2025-05-18,Truck,02:50,05:25,103.22,1484.04,Card,155.0,18,May,2025,Sunday,True,2,Afternoon,Medium
ST349,Kolkata,2025-08-09,Bike,13:46,15:47,75.34,701.21,Cash,121.0,9,August,2025,Saturday,True,13,Afternoon,High
ST084,Ahmedabad,2025-08-26,Car,12:19,14:01,66.32,747.88,UPI,102.0,26,August,2025,Tuesday,False,12,Afternoon,High
ST338,Mumbai,2024-10-08,Car,16:38,17:38,23.94,272.13,Cash,60.0,8,October,2024,Tuesday,False,16,Afternoon,Medium
ST291,Bhopal,2024-04-30,Bike,10:36,11:33,27.28,291.85,Card,57.0,30,April,2024,Tuesday,False,10,Morning,High
ST173,Mumbai,2024-08-27,Car,10:22,11:11,22.24,315.66,UPI,49.0,27,August,2024,Tuesday,False,10,Morning,High
ST456,Mumbai,2025-05-05,Bus,21:51,23:28,45.1,528.24,Card,97.0,5,May,2025,Monday,False,21,Night,High
ST326,Kolkata,2025-09-12,Bus,11:39,12:31,27.9,343.1,UPI,52.0,12,September,2025,Friday,False,11,Morning,Medium
ST048,Kolkata,2024-02-22,Car,06:10,08:28,58.08,735.8,Cash,138.0,22,February,2024,Thursday,False,6,Morning,Medium
ST195,Hyderabad,2025-09-21,Truck,22:07,01:00,66.31,852.37,UPI,173.0,21,September,2025,Sunday,True,22,Night,Low
ST113,Mumbai,2025-02-28,Bike,02:31,05:21,67.68,964.66,UPI,170.0,28,February,2025,Friday,False,2,Afternoon,High
ST174,Bhopal,2025-08-08,Bus,09:35,11:06,57.17,810.45,Cash,91.0,8,August,2025,Friday,False,9,Morning,High
ST180,Indore,2024-03-06,Bike,06:43,08:38,44.08,537.64,Card,115.0,6,March,2024,Wednesday,False,6,Morning,Low
ST495,Hyderabad,2024-05-05,Bus,03:33,03:54,10.77,125.32,Card,21.0,5,May,2024,Sunday,True,3,Afternoon,Low
ST377,Delhi,2025-06-15,Truck,18:55,21:23,77.29,935.02,Card,148.0,15,June,2025,Sunday,True,18,Evening,Low
ST499,Hyderabad,2025-11-11,Bus,20:07,22:33,55.58,691.81,Card,146.0,11,November,2025,Tuesday,False,20,Evening,Low
ST123,Indore,2025-06-16,Car,10:55,13:19,84.23,884.57,UPI,144.0,16,June,2025,Monday,False,10,Morning,Medium
ST469,Mumbai,2025-10-18,Bike,19:45,21:47,58.25,605.02,Card,122.0,18,October,2025,Saturday,True,19,Evening,Medium
ST084,Ahmedabad,2024-08-16,Truck,03:57,04:40,29.14,324.25,Card,43.0,16,August,2024,Friday,False,3,Afternoon,High
ST492,Bhopal,2024-10-07,Bus,03:43,04:31,32.53,428.8,Card,48.0,7,October,2024,Monday,False,3,Afternoon,Low
ST346,Chennai,2025-03-23,Car,11:08,12:28,55.63,712.43,UPI,80.0,23,March,2025,Sunday,True,11,Morning,High
ST095,Ahmedabad,2025-11-26,Bus,10:07,11:10,36.1,333.26,UPI,63.0,26,November,2025,Wednesday,False,10,Morning,Medium
ST085,Chennai,2024-12-15,Car,14:01,16:11,46.06,517.07,UPI,130.0,15,December,2024,Sunday,True,14,Afternoon,Medium
ST025,Bhopal,2025-08-26,Truck,10:17,13:12,88.34,910.92,Card,175.0,26,August,2025,Tuesday,False,10,Morning,High
ST400,Jaipur,2025-01-11,Car,22:44,01:09,56.36,816.22,UPI,145.0,11,January,2025,Saturday,True,22,Night,Medium
ST021,Jaipur,2025-10-04,Bike,16:17,18:42,56.15,813.87,Cash,145.0,4,October,2025,Saturday,True,16,Afternoon,Low
ST248,Pune,2024-01-18,Truck,15:08,17:12,47.33,657.04,Cash,124.0,18,January,2024,Thursday,False,15,Afternoon,High
ST462,Bhopal,2024-01-22,Bike,05:14,06:46,57.21,554.32,Cash,92.0,22,January,2024,Monday,False,5,Afternoon,Medium
ST043,Pune,2024-01-11,Bus,21:17,23:22,45.33,386.78,Card,125.0,11,January,2024,Thursday,False,21,Night,High
