Station_ID,City,Date,Vehicle_Type,Charging_Start_Time,Charging_End_Time,Energy_Consumed_kWh,Cost_INR,Payment_Method,Session_Duration_Min,Day,Month,Year,Day_of_Week,Weekend,Hour,Time_Slot,Revenue_Category,Session_hours,Cost_per_kWh,Weekend_Label
ST051,Kolkata,2025-05-10,Truck,08:22:00,09:07:00,26.67,372.54,Cash,45.0,10,May,2025,Saturday,True,8,Morning,Low,0.75,13.968503937007874,Weekend
ST383,Jaipur,2025-07-11,Bike,02:46:00,04:37:00,69.02,822.13,Cash,111.0,11,July,2025,Friday,False,2,Afternoon,Medium,1.85,11.911474934801507,Weekday
ST258,Pune,2025-01-28,Bus,17:35:00,19:01:00,32.23,410.4,UPI,86.0,28,January,2025,Tuesday,False,17,Evening,Medium,1.43,12.733478125969594,Weekday
ST070,Hyderabad,2025-06-11,Bus,06:13:00,09:01:00,61.89,799.36,Card,168.0,11,June,2025,Wednesday,False,6,Morning,Medium,2.8,12.915818387461625,Weekday
ST041,Hyderabad,2024-01-28,Bus,23:47:00,00:56:00,46.19,621.65,UPI,69.0,28,January,2024,Sunday,True,23,Night,Medium,1.15,13.45854080969907,Weekend
ST126,Delhi,2025-06-27,Bus,22:57:00,23:20:00,12.03,151.03,Cash,23.0,27,June,2025,Friday,False,22,Night,High,0.38,12.554447215295097,Weekday
ST488,Chennai,2025-09-02,Bike,09:41:00,10:53:00,27.27,293.64,UPI,72.0,2,September,2025,Tuesday,False,9,Morning,High,1.2,10.767876787678768,Weekday
ST461,Bhopal,2025-08-10,Bike,00:56:00,02:54:00,49.83,594.4,Card,118.0,10,August,2025,Sunday,True,0,Afternoon,Low,1.97,11.928557094120007,Weekend
ST117,Chennai,2025-11-04,Truck,13:24:00,14:12:00,26.57,283.68,Cash,48.0,4,November,2025,Tuesday,False,13,Afternoon,High,0.8,10.676703048550998,Weekday
ST370,Chennai,2025-11-19,Truck,20:15:00,20:57:00,27.88,360.08,Cash,42.0,19,November,2025,Wednesday,False,20,Evening,Medium,0.7,12.915351506456242,Weekday
ST342,Jaipur,2025-06-17,Bike,05:31:00,06:32:00,42.08,376.83,Cash,61.0,17,June,2025,Tuesday,False,5,Afternoon,Medium,1.02,8.955085551330798,Weekday
ST170,Indore,2024-03-26,Bike,00:58:00,02:51:00,69.07,653.49,Cash,113.0,26,March,2024,Tuesday,False,0,Afternoon,Low,1.88,9.461271174171133,Weekday
ST066,Pune,2024-04-19,Bus,11:22:00,13:57:00,72.09,696.14,UPI,155.0,19,April,2024,Friday,False,11,Morning,High,2.58,9.656540435566653,Weekday
ST172,Indore,2024-01-09,Truck,20:37:00,23:19:00,105.67,1077.95,Card,162.0,9,January,2024,Tuesday,False,20,Evening,Low,2.7,10.201097757168544,Weekday
ST333,Indore,2024-05-24,Car,03:34:00,06:28:00,119.65,1508.8,Cash,174.0,24,May,2024,Friday,False,3,Afternoon,Low,2.9,12.61011282908483,Weekday
ST200,Jaipur,2025-11-09,Car,20:09:00,22:03:00,48.05,546.46,UPI,114.0,9,November,2025,Sunday,True,20,Evening,Medium,1.9,11.37273673257024,Weekend
ST366,Bhopal,2025-11-12,Truck,18:20:00,20:56:00,54.83,594.19,Card,156.0,12,November,2025,Wednesday,False,18,Evening,Medium,2.6,10.83695057450301,Weekday
ST259,Bhopal,2025-12-27,Bike,00:35:00,01:37:00,30.14,314.52,Card,62.0,27,December,2025,Saturday,True,0,Afternoon,High,1.03,10.435301924353018,Weekend
ST476,Delhi,2025-06-11,Car,10:47:00,12:18:00,47.99,541.66,UPI,91.0,11,June,2025,Wednesday,False,10,Morning,Medium,1.52,11.286934778078765,Weekday
ST186,Mumbai,2025-01-12,Truck,07:01:00,08:24:00,39.83,550.04,UPI,83.0,12,January,2025,Sunday,True,7,Morning,Medium,1.38,13.809691187547076,Weekend
ST440,Bhopal,2025-06-17,Bus,18:32:00,19:09:00,19.36,234.79,Card,37.0,17,June,2025,Tuesday,False,18,Evening,Medium,0.62,12.127582644628099,Weekday
ST105,Mumbai,2024-12-17,Truck,14:41:00,16:21:00,38.38,444.95,Cash,100.0,17,December,2024,Tuesday,False,14,Afternoon,Low,1.67,11.593277748827512,Weekday
ST451,Mumbai,2025-08-28,Truck,12:13:00,14:03:00,44.93,553.99,Cash,110.0,28,August,2025,Thursday,False,12,Afternoon,High,1.83,12.330068996216337,Weekday
ST436,Jaipur,2024-02-02,Bus,16:44:00,18:49:00,58.21,840.2,Card,125.0,2,February,2024,Friday,False,16,Afternoon,High,2.08,14.433946057378458,Weekday
ST433,Ahmedabad,2024-05-29,Bus,19:32:00,21:18:00,73.85,995.54,Cash,106.0,29,May,2024,Wednesday,False,19,Evening,Medium,1.77,13.480568720379148,Weekday
ST088,Kolkata,2024-04-10,Truck,22:35:00,23:24:00,28.35,401.0,Card,49.0,10,April,2024,Wednesday,False,22,Night,High,0.82,14.144620811287478,Weekday
ST151,Indore,2024-06-22,Truck,11:50:00,12:22:00,16.57,219.17,Cash,32.0,22,June,2024,Saturday,True,11,Morning,Medium,0.53,13.226916113458056,Weekend
ST159,Kolkata,2024-09-19,Bike,11:01:00,13:33:00,89.49,806.85,Cash,152.0,19,September,2024,Thursday,False,11,Morning,Low,2.53,9.016091183372444,Weekday
ST420,Indore,2025-07-14,Truck,09:25:00,10:06:00,21.18,198.01,UPI,41.0,14,July,2025,Monday,False,9,Morning,Low,0.68,9.348914069877242,Weekday
ST481,Ahmedabad,2024-03-20,Truck,12:41:00,15:27:00,67.09,808.78,UPI,166.0,20,March,2024,Wednesday,False,12,Afternoon,Medium,2.77,12.05514979877776,Weekday
ST457,Kolkata,2025-12-19,Bus,01:42:00,02:07:00,12.53,133.95,Cash,25.0,19,December,2025,Friday,False,1,Afternoon,High,0.42,10.690343176376695,Weekday
ST383,Kolkata,2025-02-02,Bus,08:59:00,11:26:00,81.09,1136.51,UPI,147.0,2,February,2025,Sunday,True,8,Morning,Medium,2.45,14.015414971019855,Weekend
ST373,Chennai,2025-03-05,Bus,11:33:00,13:58:00,78.59,968.48,UPI,145.0,5,March,2025,Wednesday,False,11,Morning,High,2.42,12.32319633541163,Weekday
ST384,Mumbai,2025-11-12,Bike,21:00:00,00:00:00,94.35,1145.46,Card,180.0,12,November,2025,Wednesday,False,21,Night,High,3.0,12.140540540540542,Weekday
ST106,Indore,2025-10-07,Bike,10:59:00,12:01:00,23.13,327.77,Cash,62.0,7,October,2025,Tuesday,False,10,Morning,High,1.03,14.170773886727194,Weekday
ST141,Bhopal,2025-04-01,Bus,09:52:00,10:32:00,17.89,188.11,Cash,40.0,1,April,2025,Tuesday,False,9,Morning,High,0.67,10.514812744550028,Weekday
ST490,Bhopal,2024-11-03,Bus,05:21:00,07:01:00,67.77,932.27,Card,100.0,3,November,2024,Sunday,True,5,Afternoon,High,1.67,13.756381879887856,Weekend
ST481,Kolkata,2024-12-27,Truck,19:20:00,20:17:00,32.16,405.3,UPI,57.0,27,December,2024,Friday,False,19,Evening,Medium,0.95,12.602611940298509,Weekday
ST216,Hyderabad,2025-05-14,Bike,12:35:00,12:59:00,9.04,129.66,UPI,24.0,14,May,2025,Wednesday,False,12,Afternoon,Low,0.4,14.342920353982302,Weekday
ST252,Kolkata,2025-06-29,Truck,00:56:00,02:41:00,56.41,588.45,UPI,105.0,29,June,2025,Sunday,True,0,Afternoon,Medium,1.75,10.431661053004788,Weekend
ST386,Indore,2024-03-27,Truck,21:39:00,22:45:00,39.13,373.7,Cash,66.0,27,March,2024,Wednesday,False,21,Night,Low,1.1,9.550217224635828,Weekday
ST347,Hyderabad,2024-03-17,Bike,19:09:00,21:39:00,96.84,1403.76,UPI,150.0,17,March,2024,Sunday,True,19,Evening,Low,2.5,14.495662949194546,Weekend
ST196,Bhopal,2024-01-11,Truck,14:18:00,16:03:00,65.67,583.31,UPI,105.0,11,January,2024,Thursday,False,14,Afternoon,High,1.75,8.882442515608343,Weekday
ST470,Bhopal,2025-08-14,Bike,12:45:00,14:24:00,35.45,344.33,Cash,99.0,14,August,2025,Thursday,False,12,Afternoon,Medium,1.65,9.713117066290549,Weekday
ST101,Kolkata,2024-09-20,Car,08:37:00,11:28:00,98.06,1133.63,Cash,171.0,20,September,2024,Friday,False,8,Morning,Medium,2.85,11.560575158066491,Weekday
ST132,Ahmedabad,2024-12-23,Bike,23:46:00,01:02:00,29.11,365.69,Cash,76.0,23,December,2024,Monday,False,23,Night,High,1.27,12.562349708004122,Weekday
ST158,Jaipur,2025-08-13,Bus,07:38:00,08:50:00,36.66,365.0,UPI,72.0,13,August,2025,Wednesday,False,7,Morning,Medium,1.2,9.956355701036554,Weekday
ST106,Chennai,2025-11-04,Bus,21:50:00,00:47:00,121.7,1264.07,UPI,177.0,4,November,2025,Tuesday,False,21,Night,High,2.95,10.386770747740345,Weekday
ST045,Indore,2024-12-01,Bike,09:30:00,11:42:00,46.93,678.76,Cash,132.0,1,December,2024,Sunday,True,9,Morning,Low,2.2,14.463243128063073,Weekend
ST064,Pune,2024-01-08,Bike,14:31:00,15:59:00,58.96,729.03,Cash,88.0,8,January,2024,Monday,False,14,Afternoon,Low,1.47,12.364823609226594,Weekday
ST410,Pune,2024-12-01,Bike,14:54:00,16:02:00,37.86,492.11,Cash,68.0,1,December,2024,Sunday,True,14,Afternoon,Low,1.13,12.998151082937138,Weekend
ST405,Hyderabad,2025-01-11,Truck,22:46:00,00:58:00,61.69,879.63,UPI,132.0,11,January,2025,Saturday,True,22,Night,High,2.2,14.258875020262604,Weekend
ST278,Bhopal,2024-05-19,Bike,07:08:00,09:08:00,63.84,901.4,UPI,120.0,19,May,2024,Sunday,True,7,Morning,Medium,2.0,14.119674185463658,Weekend
ST057,Mumbai,2024-04-28,Bus,04:17:00,06:19:00,71.15,836.6,Card,122.0,28,April,2024,Sunday,True,4,Afternoon,High,2.03,11.75825720309206,Weekend
ST363,Hyderabad,2025-07-23,Bus,09:09:00,10:35:00,58.24,729.54,Cash,86.0,23,July,2025,Wednesday,False,9,Morning,Low,1.43,12.526442307692307,Weekday
ST291,Bhopal,2025-11-10,Bus,20:58:00,23:37:00,89.59,1114.34,Cash,159.0,10,November,2025,Monday,False,20,Evening,High,2.65,12.438218551177586,Weekday
ST257,Bhopal,2024-05-15,Car,20:21:00,22:27:00,49.16,695.84,Card,126.0,15,May,2024,Wednesday,False,20,Evening,Medium,2.1,14.15459723352319,Weekday
ST302,Delhi,2025-04-28,Bus,13:52:00,15:34:00,52.65,665.13,UPI,102.0,28,April,2025,Monday,False,13,Afternoon,High,1.7,12.633048433048433,Weekday
ST318,Kolkata,2025-07-24,Truck,18:27:00,18:59:00,15.76,206.76,Card,32.0,24,July,2025,Thursday,False,18,Evening,High,0.53,13.119289340101522,Weekday
ST421,Chennai,2025-12-26,Bus,03:00:00,04:52:00,57.42,564.88,UPI,112.0,26,December,2025,Friday,False,3,Afternoon,High,1.87,9.837687216997562,Weekday
ST068,Indore,2024-09-06,Bus,00:19:00,02:05:00,61.19,672.87,Card,106.0,6,September,2024,Friday,False,0,Afternoon,Medium,1.77,10.996404641281256,Weekday
ST239,Chennai,2024-09-27,Car,13:59:00,14:41:00,26.43,270.2,Card,42.0,27,September,2024,Friday,False,13,Afternoon,Low,0.7,10.223231176693151,Weekday
ST006,Mumbai,2024-12-07,Bike,19:50:00,22:22:00,67.44,838.63,Cash,152.0,7,December,2024,Saturday,True,19,Evening,High,2.53,12.43520166073547,Weekend
ST211,Delhi,2025-05-13,Bus,12:26:00,13:43:00,35.22,401.71,Cash,77.0,13,May,2025,Tuesday,False,12,Afternoon,High,1.28,11.405735377626348,Weekday
ST055,Ahmedabad,2025-03-27,Bike,23:20:00,00:08:00,19.28,180.33,Cash,48.0,27,March,2025,Thursday,False,23,Night,High,0.8,9.353215767634856,Weekday
ST064,Chennai,2025-12-30,Bike,03:09:00,05:07:00,69.99,913.86,Card,118.0,30,December,2025,Tuesday,False,3,Afternoon,Low,1.97,13.057008144020575,Weekday
ST356,Jaipur,2025-12-05,Bus,12:36:00,15:34:00,64.72,791.2,Card,178.0,5,December,2025,Friday,False,12,Afternoon,Low,2.97,12.224969097651423,Weekday
ST472,Delhi,2025-03-19,Bike,09:19:00,11:28:00,70.11,699.56,Card,129.0,19,March,2025,Wednesday,False,9,Morning,Low,2.15,9.978034517187277,Weekday
ST337,Kolkata,2024-10-23,Car,02:31:00,03:08:00,24.57,245.75,UPI,37.0,23,October,2024,Wednesday,False,2,Afternoon,Low,0.62,10.002035002035003,Weekday
ST205,Mumbai,2025-10-25,Car,22:07:00,23:05:00,37.22,342.33,Card,58.0,25,October,2025,Saturday,True,22,Night,Medium,0.97,9.197474476088125,Weekend
ST231,Bhopal,2024-05-29,Bike,02:53:00,05:22:00,56.22,566.31,Card,149.0,29,May,2024,Wednesday,False,2,Afternoon,High,2.48,10.073105656350053,Weekday
ST182,Bhopal,2025-08-08,Car,12:54:00,15:43:00,111.79,1325.75,UPI,169.0,8,August,2025,Friday,False,12,Afternoon,Low,2.82,11.85928973969049,Weekday
ST327,Hyderabad,2025-03-14,Bus,18:35:00,19:50:00,46.86,589.43,Card,75.0,14,March,2025,Friday,False,18,Evening,Low,1.25,12.578531796841656,Weekday
ST478,Delhi,2025-02-24,Truck,02:59:00,05:06:00,71.98,832.05,UPI,127.0,24,February,2025,Monday,False,2,Afternoon,Low,2.12,11.559460961378159,Weekday
ST234,Indore,2025-06-07,Bike,06:28:00,07:41:00,50.56,548.71,UPI,73.0,7,June,2025,Saturday,True,6,Morning,Low,1.22,10.852650316455696,Weekend
ST151,Jaipur,2025-05-11,Truck,02:34:00,03:31:00,35.07,315.07,UPI,57.0,11,May,2025,Sunday,True,2,Afternoon,Medium,0.95,8.984031936127744,Weekend
ST118,Delhi,2024-12-01,Car,08:43:00,10:57:00,54.47,627.53,Card,134.0,1,December,2024,Sunday,True,8,Morning,Low,2.23,11.520653570772902,Weekend
ST380,Indore,2024-08-20,Truck,05:03:00,06:59:00,78.33,1017.13,Cash,116.0,20,August,2024,Tuesday,False,5,Afternoon,High,1.93,12.985190859185497,Weekday
ST075,Indore,2024-02-16,Bus,04:42:00,07:41:00,102.17,1460.67,Cash,179.0,16,February,2024,Friday,False,4,Afternoon,Low,2.98,14.29646667319174,Weekday
ST210,Chennai,2024-02-01,Bike,18:10:00,19:18:00,45.39,433.69,Card,68.0,1,February,2024,Thursday,False,18,Evening,Low,1.13,9.554747741793346,Weekday
ST342,Kolkata,2025-08-14,Bike,07:04:00,08:58:00,79.79,1061.05,Card,114.0,14,August,2025,Thursday,False,7,Morning,Medium,1.9,13.298032334879055,Weekday
ST001,Delhi,2025-11-06,Bus,11:40:00,14:35:00,92.31,853.4,UPI,175.0,6,November,2025,Thursday,False,11,Morning,High,2.92,9.244935543278084,Weekday
ST155,Kolkata,2024-06-19,Car,17:04:00,19:00:00,60.31,612.14,Card,116.0,19,June,2024,Wednesday,False,17,Evening,Low,1.93,10.149892223511856,Weekday
ST234,Delhi,2025-07-27,Bus,23:49:00,01:30:00,68.15,730.46,Cash,101.0,27,July,2025,Sunday,True,23,Night,Low,1.68,10.71841526045488,Weekend
ST107,Delhi,2024-12-29,Bus,02:18:00,03:04:00,24.06,216.04,Card,46.0,29,December,2024,Sunday,True,2,Afternoon,Medium,0.77,8.979218620116376,Weekend
ST173,Kolkata,2025-06-09,Bus,16:47:00,17:25:00,25.18,358.2,Cash,38.0,9,June,2025,Monday,False,16,Afternoon,High,0.63,14.225575853852263,Weekday
ST445,Pune,2024-01-19,Truck,10:42:00,11:16:00,14.65,182.33,Card,34.0,19,January,2024,Friday,False,10,Morning,High,0.57,12.445733788395906,Weekday
ST371,Chennai,2024-10-23,Bike,07:41:00,09:40:00,66.86,631.63,Cash,119.0,23,October,2024,Wednesday,False,7,Morning,Medium,1.98,9.447053544720312,Weekday
ST215,Pune,2025-12-25,Bike,06:25:00,07:45:00,51.08,643.27,Cash,80.0,25,December,2025,Thursday,False,6,Morning,High,1.33,12.593382928739233,Weekday
ST489,Hyderabad,2025-04-16,Truck,22:40:00,23:18:00,13.83,134.24,Card,38.0,16,April,2025,Wednesday,False,22,Night,Low,0.63,9.706435285610992,Weekday
ST137,Ahmedabad,2025-06-11,Bus,03:37:00,04:07:00,13.85,183.19,Cash,30.0,11,June,2025,Wednesday,False,3,Afternoon,Medium,0.5,13.226714801444043,Weekday
ST211,Delhi,2024-03-25,Truck,21:06:00,22:46:00,44.44,431.66,UPI,100.0,25,March,2024,Monday,False,21,Night,High,1.67,9.713321332133214,Weekday
ST248,Pune,2025-05-04,Car,00:06:00,01:10:00,44.72,470.41,Cash,64.0,4,May,2025,Sunday,True,0,Afternoon,High,1.07,10.519007155635064,Weekend
ST435,Hyderabad,2024-06-03,Bike,08:29:00,10:39:00,70.96,773.74,Cash,130.0,3,June,2024,Monday,False,8,Morning,Medium,2.17,10.903889515219843,Weekday
ST350,Jaipur,2025-06-04,Bus,21:32:00,00:21:00,101.33,992.44,UPI,169.0,4,June,2025,Wednesday,False,21,Night,High,2.82,9.79413796506464,Weekday
ST318,Delhi,2024-12-12,Car,21:18:00,00:12:00,62.68,781.93,Card,174.0,12,December,2024,Thursday,False,21,Night,High,2.9,12.474952137843012,Weekday
ST356,Bhopal,2024-12-16,Bike,07:50:00,09:27:00,44.92,480.14,UPI,97.0,16,December,2024,Monday,False,7,Morning,Low,1.62,10.688780053428315,Weekday
ST039,Kolkata,2025-05-07,Car,00:35:00,02:25:00,40.18,547.9,Card,110.0,7,May,2025,Wednesday,False,0,Afternoon,Low,1.83,13.63613738178198,Weekday
ST188,Mumbai,2024-05-08,Bus,11:11:00,13:10:00,62.0,757.25,Cash,119.0,8,May,2024,Wednesday,False,11,Morning,Low,1.98,12.213709677419354,Weekday
ST230,Hyderabad,2025-04-03,Truck,11:00:00,11:34:00,17.88,162.26,UPI,34.0,3,April,2025,Thursday,False,11,Morning,High,0.57,9.074944071588368,Weekday
ST153,Mumbai,2025-04-26,Bus,17:38:00,18:35:00,21.04,280.23,Card,57.0,26,April,2025,Saturday,True,17,Evening,Medium,0.95,13.318916349809887,Weekend
ST328,Bhopal,2025-09-24,Truck,16:14:00,18:44:00,52.76,676.75,Cash,150.0,24,September,2025,Wednesday,False,16,Afternoon,Medium,2.5,12.826952236542835,Weekday
ST188,Hyderabad,2024-03-06,Car,11:54:00,14:21:00,71.67,760.16,Card,147.0,6,March,2024,Wednesday,False,11,Morning,Low,2.45,10.60639040044649,Weekday
ST151,Chennai,2025-09-06,Bus,15:02:00,16:57:00,56.84,686.52,UPI,115.0,6,September,2025,Saturday,True,15,Afternoon,Medium,1.92,12.078114004222378,Weekend
ST164,Chennai,2025-04-11,Car,00:57:00,02:49:00,54.04,663.61,Cash,112.0,11,April,2025,Friday,False,0,Afternoon,Medium,1.87,12.279977794226498,Weekday
ST036,Chennai,2025-10-24,Truck,15:26:00,15:51:00,12.8,117.9,Card,25.0,24,October,2025,Friday,False,15,Afternoon,Medium,0.42,9.2109375,Weekday
ST410,Mumbai,2024-10-24,Bus,19:25:00,22:07:00,102.71,1457.0,UPI,162.0,24,October,2024,Thursday,False,19,Evening,Low,2.7,14.18557102521663,Weekday
ST104,Mumbai,2024-12-08,Bike,08:39:00,11:36:00,122.46,1467.48,Card,177.0,8,December,2024,Sunday,True,8,Morning,High,2.95,11.983341499265068,Weekend
ST145,Delhi,2025-09-22,Bike,06:38:00,09:07:00,82.74,1174.75,UPI,149.0,22,September,2025,Monday,False,6,Morning,Medium,2.48,14.198090403674161,Weekday
ST063,Indore,2025-07-16,Bus,14:52:00,16:28:00,50.98,664.98,Card,96.0,16,July,2025,Wednesday,False,14,Afternoon,High,1.6,13.043938799529228,Weekday
ST015,Ahmedabad,2024-10-01,Car,02:22:00,02:50:00,19.44,272.12,UPI,28.0,1,October,2024,Tuesday,False,2,Afternoon,Medium,0.47,13.997942386831275,Weekday
ST164,Indore,2025-11-29,Car,03:03:00,05:51:00,111.81,1010.41,Cash,168.0,29,November,2025,Saturday,True,3,Afternoon,Medium,2.8,9.036848224666844,Weekend
ST329,Delhi,2025-08-01,Truck,10:01:00,11:15:00,48.69,565.22,Card,74.0,1,August,2025,Friday,False,10,Morning,Medium,1.23,11.608543848839599,Weekday
ST300,Ahmedabad,2024-07-31,Car,06:31:00,08:37:00,76.35,932.24,Card,126.0,31,July,2024,Wednesday,False,6,Morning,High,2.1,12.210085134250164,Weekday
ST211,Hyderabad,2024-02-26,Car,14:54:00,16:24:00,40.77,362.54,UPI,90.0,26,February,2024,Monday,False,14,Afternoon,High,1.5,8.892322786362522,Weekday
ST251,Pune,2025-11-23,Car,02:24:00,04:58:00,74.15,1069.78,Cash,154.0,23,November,2025,Sunday,True,2,Afternoon,Low,2.57,14.427242076871206,Weekend
ST181,Pune,2025-03-13,Car,19:41:00,20:16:00,19.7,224.73,Card,35.0,13,March,2025,Thursday,False,19,Evening,High,0.58,11.40761421319797,Weekday
ST179,Ahmedabad,2025-08-02,Truck,23:59:00,00:31:00,20.89,240.57,Cash,32.0,2,August,2025,Saturday,True,23,Night,Medium,0.53,11.51603638104356,Weekend
ST251,Mumbai,2024-11-26,Bus,08:14:00,10:17:00,75.31,742.95,Cash,123.0,26,November,2024,Tuesday,False,8,Morning,Low,2.05,9.86522374186695,Weekday
ST320,Ahmedabad,2025-01-02,Bike,20:06:00,21:35:00,58.62,549.18,UPI,89.0,2,January,2025,Thursday,False,20,Evening,High,1.48,9.368474923234391,Weekday
ST477,Pune,2024-04-24,Car,19:54:00,21:13:00,46.0,642.25,Card,79.0,24,April,2024,Wednesday,False,19,Evening,Low,1.32,13.96195652173913,Weekday
ST273,Hyderabad,2025-07-24,Truck,22:49:00,00:25:00,45.75,590.03,Card,96.0,24,July,2025,Thursday,False,22,Night,High,1.6,12.896830601092896,Weekday
ST163,Kolkata,2025-09-19,Truck,18:28:00,20:55:00,89.53,885.43,Cash,147.0,19,September,2025,Friday,False,18,Evening,Medium,2.45,9.88975762314308,Weekday
ST475,Mumbai,2024-07-30,Bus,23:56:00,00:39:00,26.4,319.31,Cash,43.0,30,July,2024,Tuesday,False,23,Night,High,0.72,12.095075757575758,Weekday
ST054,Pune,2024-08-26,Bike,22:04:00,00:43:00,70.2,969.34,Cash,159.0,26,August,2024,Monday,False,22,Night,Low,2.65,13.808262108262108,Weekday
ST202,Indore,2024-08-07,Truck,01:26:00,02:30:00,29.66,303.86,Card,64.0,7,August,2024,Wednesday,False,1,Afternoon,High,1.07,10.244774106540795,Weekday
ST485,Mumbai,2024-10-20,Bike,16:09:00,19:09:00,71.26,905.46,Card,180.0,20,October,2024,Sunday,True,16,Afternoon,Medium,3.0,12.706427168116756,Weekend
ST358,Kolkata,2025-01-20,Truck,00:24:00,02:22:00,64.21,853.15,Card,118.0,20,January,2025,Monday,False,0,Afternoon,High,1.97,13.286871203862328,Weekday
ST091,Mumbai,2025-05-25,Bus,17:40:00,20:38:00,112.82,1004.19,Card,178.0,25,May,2025,Sunday,True,17,Evening,Medium,2.97,8.900815458252085,Weekend
ST066,Bhopal,2025-07-23,Bus,21:38:00,23:54:00,76.42,993.83,UPI,136.0,23,July,2025,Wednesday,False,21,Night,High,2.27,13.004841664485737,Weekday
ST272,Jaipur,2024-09-02,Truck,04:41:00,06:11:00,48.59,533.47,Card,90.0,2,September,2024,Monday,False,4,Afternoon,Medium,1.5,10.97900802634287,Weekday
ST017,Chennai,2025-10-02,Bike,11:10:00,12:14:00,39.83,445.63,UPI,64.0,2,October,2025,Thursday,False,11,Morning,Medium,1.07,11.188300276173738,Weekday
ST413,Bhopal,2024-04-02,Bike,12:41:00,13:25:00,18.41,215.21,Card,44.0,2,April,2024,Tuesday,False,12,Afternoon,Low,0.73,11.68984247691472,Weekday
ST074,Indore,2024-06-13,Truck,08:48:00,10:01:00,27.0,287.48,Cash,73.0,13,June,2024,Thursday,False,8,Morning,Medium,1.22,10.647407407407409,Weekday
ST213,Chennai,2024-07-12,Truck,20:46:00,21:50:00,38.52,349.1,Card,64.0,12,July,2024,Friday,False,20,Evening,Medium,1.07,9.06282450674974,Weekday
ST088,Ahmedabad,2025-11-11,Car,22:26:00,00:39:00,73.08,780.54,Card,133.0,11,November,2025,Tuesday,False,22,Night,High,2.22,10.680623973727421,Weekday
ST369,Jaipur,2025-11-11,Car,17:46:00,18:08:00,8.95,86.21,Card,22.0,11,November,2025,Tuesday,False,17,Evening,High,0.37,9.63240223463687,Weekday
ST464,Hyderabad,2025-04-09,Bus,09:53:00,11:15:00,53.17,713.39,UPI,82.0,9,April,2025,Wednesday,False,9,Morning,Low,1.37,13.417152529621967,Weekday
ST441,Mumbai,2024-01-15,Bus,01:59:00,02:42:00,20.32,186.7,Cash,43.0,15,January,2024,Monday,False,1,Afternoon,High,0.72,9.187992125984252,Weekday
ST232,Jaipur,2025-07-08,Car,12:30:00,15:22:00,103.84,1065.13,Cash,172.0,8,July,2025,Tuesday,False,12,Afternoon,High,2.87,10.257415254237289,Weekday
ST014,Hyderabad,2024-09-15,Car,20:18:00,22:23:00,58.91,691.56,Card,125.0,15,September,2024,Sunday,True,20,Evening,High,2.08,11.739263282974028,Weekend
ST266,Ahmedabad,2024-07-08,Bus,18:59:00,21:47:00,111.53,1602.48,Card,168.0,8,July,2024,Monday,False,18,Evening,Low,2.8,14.36815206670851,Weekday
ST041,Chennai,2024-01-23,Bike,12:47:00,15:04:00,75.39,682.23,Cash,137.0,23,January,2024,Tuesday,False,12,Afternoon,Medium,2.28,9.049343414245921,Weekday
ST153,Pune,2025-11-27,Bus,06:27:00,07:28:00,35.35,322.79,Cash,61.0,27,November,2025,Thursday,False,6,Morning,Medium,1.02,9.131258840169732,Weekday
ST425,Mumbai,2025-12-31,Truck,10:24:00,11:15:00,20.88,267.07,Cash,51.0,31,December,2025,Wednesday,False,10,Morning,High,0.85,12.790708812260537,Weekday
ST244,Mumbai,2024-01-22,Truck,17:57:00,19:20:00,43.28,445.64,Cash,83.0,22,January,2024,Monday,False,17,Evening,Low,1.38,10.296672828096117,Weekday
ST211,Hyderabad,2025-06-25,Truck,02:40:00,04:34:00,53.66,657.04,Cash,114.0,25,June,2025,Wednesday,False,2,Afternoon,High,1.9,12.244502422661201,Weekday
ST217,Jaipur,2025-02-10,Truck,04:13:00,06:43:00,68.67,682.47,Cash,150.0,10,February,2025,Monday,False,4,Afternoon,High,2.5,9.938401048492791,Weekday
ST307,Ahmedabad,2025-07-16,Bike,18:14:00,18:35:00,9.33,109.04,Cash,21.0,16,July,2025,Wednesday,False,18,Evening,Low,0.35,11.687031082529476,Weekday
ST386,Delhi,2024-12-14,Truck,22:56:00,23:20:00,14.71,170.41,Cash,24.0,14,December,2024,Saturday,True,22,Night,Low,0.4,11.584636301835484,Weekend
ST379,Hyderabad,2025-04-01,Truck,10:04:00,10:29:00,15.94,176.68,Card,25.0,1,April,2025,Tuesday,False,10,Morning,Low,0.42,11.084065244667505,Weekday
ST091,Jaipur,2024-08-22,Car,11:36:00,14:13:00,83.69,786.48,UPI,157.0,22,August,2024,Thursday,False,11,Morning,Medium,2.62,9.397538535069902,Weekday
ST128,Hyderabad,2024-04-17,Car,22:36:00,23:14:00,26.2,292.26,Card,38.0,17,April,2024,Wednesday,False,22,Night,Medium,0.63,11.154961832061069,Weekday
ST416,Pune,2025-11-22,Car,08:54:00,11:09:00,85.05,768.74,Cash,135.0,22,November,2025,Saturday,True,8,Morning,Low,2.25,9.038683127572018,Weekend
ST464,Delhi,2025-07-24,Car,01:46:00,03:03:00,43.38,371.16,Card,77.0,24,July,2025,Thursday,False,1,Afternoon,Low,1.28,8.556016597510373,Weekday
